item,item_name,existing_avg,existing_min,cc_avg,cc_min,avg_ratio,min_ratio,cc_item_count,cc_last_seen
24201,Design: Lustrous Star of Elune,1196177,538268,349999,349999,3.42,1.54,1,2026-07-01 14:45:20
38863,Scroll of Enchant Boots - Greater Agility,120442,109823,35265,35199,3.42,3.12,17,2026-07-01 15:25:22
41801,Moonglow Cuttlefish,3632,1213,1063,1063,3.42,1.14,152,2026-07-01 15:25:22
3719,Hillman's Cloak,31699,19019,9300,9300,3.41,2.05,8,2026-07-01 14:05:16
3853,Moonsteel Broadsword,340540,288735,100000,100000,3.41,2.89,1,2026-07-01 14:05:16
14365,Mystic's Cape,10225,6135,3000,3000,3.41,2.04,1,2026-06-21 19:05:21
14368,Mystic's Shoulder Pads,5916,3550,1735,1735,3.41,2.05,1,2026-07-01 14:25:16
16055,Schematic: Arcane Bomb,356294,310101,104499,104499,3.41,2.97,6,2026-07-01 14:45:20
31323,Don Santos' Famous Hunting Rifle,2931217,1758730,5990000,5990000,2.04,3.41,1,2026-07-01 14:45:20
35197,Schematic: Quad Deathblow X44 Goggles,7608350,4565010,2230000,2230000,3.41,2.05,1,2026-02-20 16:02:33
41454,Perfect Infused Shadow Crystal,77483,46490,158499,158499,2.05,3.41,8,2026-07-01 15:25:22
43533,Glyph of Anti-Magic Shell,199809,158136,58584,57750,3.41,2.74,39,2026-07-01 15:25:22
44082,Impassive Starflare Diamond,681129,446859,200000,200000,3.41,2.23,1,2026-06-27 19:45:33
44923,Glyph of Thunderstorm,214985,128991,62993,62993,3.41,2.05,14,2026-07-01 15:25:22
3729,Soothing Turtle Bisque,1610,1351,4600,4600,2.86,3.4,4,2026-07-01 13:25:15
6408,Insignia Gloves,20480,11905,12999,3499,1.58,3.4,3,2026-07-01 14:25:16
8134,Myrmidon's Defender,49091,29455,100000,100000,2.04,3.4,1,2026-07-01 14:25:16
8281,Valorous Pauldrons,34037,20422,69500,69500,2.04,3.4,1,2026-07-01 14:25:16
15775,Pattern: Volcanic Shoulders,70046,52496,20600,20600,3.4,2.55,10,2026-07-01 14:45:20
29112,Cenarion Spirits,84992,65443,25000,25000,3.4,2.62,4,2026-07-01 15:05:19
40741,Cuffs of the Shadow Ascendant,6874971,4124983,14009999,14009999,2.04,3.4,1,2026-06-25 23:05:03
43464,Scroll of Agility VIII,8239,4347,14800,14800,1.8,3.4,2,2026-07-01 15:25:22
44575,Flask of Bitter Cactus Cider,33993,21350,10000,10000,3.4,2.13,20,2026-06-09 22:45:15
45764,Glyph of Shadow Dance,234263,137821,69000,69000,3.4,2.0,11,2026-07-01 15:25:22
45789,Glyph of Soul Link,170040,102024,50000,50000,3.4,2.04,15,2026-07-01 15:25:22
791,Gnarled Ash Staff,52976,43789,148750,148500,2.81,3.39,3,2026-07-01 14:05:16
4729,Aurora Mantle,24556,14734,50000,50000,2.04,3.39,1,2026-07-01 14:05:16
4830,Saber Leggings,84854,50912,25008,25008,3.39,2.04,1,2026-06-28 06:05:17
12052,Ring of the Moon,67477,42751,19900,19900,3.39,2.15,1,2026-07-01 14:25:16
44445,Scaled Icewalkers,678696,480313,199999,199999,3.39,2.4,1,2026-06-30 10:05:03
6391,Pattern: Stylish Green Shirt,10152,9497,3000,3000,3.38,3.17,8,2026-07-01 14:25:16
7373,Dusky Leather Leggings,33782,26435,10000,10000,3.38,2.64,3,2026-07-01 03:05:07
7920,Mithril Scale Pants,39411,23647,80000,80000,2.03,3.38,4,2026-07-01 02:25:10
10035,Tuxedo Pants,192584,49648,57000,57000,3.38,1.15,1,2026-07-01 14:25:16
15927,Bright Sphere,13743,10144,4800,3000,2.86,3.38,2,2026-07-01 14:45:20
40954,Spiked Cobalt Bracers,253272,177500,600000,600000,2.37,3.38,1,2026-07-01 15:25:22
41806,Musselback Sculpin,25848,15509,7650,7600,3.38,2.04,143,2026-07-01 15:25:22
43442,Swiftarrow Belt,796188,477713,1612500,1612500,2.03,3.38,3,2026-07-01 15:25:22
45060,Scroll of Enchant Staff - Spellpower,1082136,649282,319999,319999,3.38,2.03,10,2026-07-01 15:25:22
45813,Sky Sapphire Amulet,362069,295949,999500,999000,2.76,3.38,3,2026-07-01 15:25:22
4380,Big Bronze Bomb,5061,2822,1500,1500,3.37,1.88,60,2026-06-27 09:45:13
6368,Recipe: Rainbow Fin Albacore,33928,21550,10066,9800,3.37,2.2,8,2026-07-01 14:05:16
6475,Pattern: Deviate Scale Gloves,125633,75380,37261,37200,3.37,2.03,2,2026-07-01 14:25:16
13040,Heartseeking Crossbow,74210,44526,149969,149969,2.02,3.37,1,2026-07-01 14:25:16
14047,Runecloth,4723,2157,1400,1209,3.37,1.78,319,2026-07-01 14:25:16
30753,Warphorn Spear,242355,145413,490000,490000,2.02,3.37,1,2026-05-04 15:24:49
31275,Necklace of Trophies,173102,103861,350000,350000,2.02,3.37,1,2026-06-25 08:24:58
40899,Glyph of Growl,219349,92507,64994,64994,3.37,1.42,15,2026-07-01 15:25:22
10024,Black Mageweave Headband,38964,27565,11600,11600,3.36,2.38,6,2026-07-01 14:25:16
13113,Feathermoon Headdress,92331,91847,308715,308715,3.34,3.36,1,2026-06-29 09:45:28
14108,Felcloth Boots,216611,215600,64500,64500,3.36,3.34,3,2026-06-25 00:05:13
14446,Venomshroud Belt,35049,21029,70668,70668,2.02,3.36,2,2026-07-01 14:25:16
17203,Sulfuron Ingot,10091254,5363766,3000000,3000000,3.36,1.79,8,2026-07-01 14:45:20
18984,Dimensional Ripper - Everlook,2500000,2500000,8399999,8399999,3.36,3.36,1,2026-07-01 14:45:20
42910,Glyph of Multi-Shot,15122,9073,4500,4500,3.36,2.02,29,2026-07-01 15:25:22
45800,Glyph of Hungering Cold,198040,107890,59000,59000,3.36,1.83,10,2026-07-01 15:25:22
3845,Golden Scale Cuirass,28368,26887,90000,90000,3.17,3.35,2,2026-05-10 20:45:01
4036,Silver-thread Cuffs,16745,10047,5000,5000,3.35,2.01,1,2026-06-29 12:45:17
4390,Iron Grenade,8039,2913,2399,2399,3.35,1.21,20,2026-07-01 14:05:16
4625,Firebloom,15537,6010,4638,4599,3.35,1.31,123,2026-07-01 14:05:16
5976,Guild Tabard,33494,20096,10000,10000,3.35,2.01,1,2026-06-22 18:05:13
7930,Heavy Mithril Breastplate,62273,37364,125000,125000,2.01,3.35,1,2026-06-20 23:05:32
8956,Oil of Immolation,8681,5857,19600,19600,2.26,3.35,20,2026-07-01 14:25:16
9264,Elixir of Shadow Power,67037,58049,20000,20000,3.35,2.9,2,2026-07-01 14:25:16
21153,Raw Greater Sagefish,26446,15868,7900,7900,3.35,2.01,30,2026-07-01 14:45:20
22827,Elixir of Major Frost Power,33524,27488,10000,10000,3.35,2.75,3,2026-06-29 12:05:21
23426,Khorium Ore,21866,12106,40743,40581,1.86,3.35,178,2026-07-01 14:45:20
31226,Leggings of the Sly,186756,112054,375000,375000,2.01,3.35,1,2026-07-01 15:05:19
39342,Nether Pigment,43840,32644,13100,13099,3.35,2.49,100,2026-07-01 15:25:22
4060,Glyphed Leggings,41745,38983,12500,12500,3.34,3.12,1,2026-07-01 14:05:16
8278,Valorous Greaves,49664,29798,99750,99500,2.01,3.34,3,2026-07-01 14:25:16
21941,Design: Black Pearl Panther,264941,201058,79250,79000,3.34,2.55,2,2026-07-01 14:45:20
23112,Golden Draenite,91441,64999,27379,26198,3.34,2.48,50,2026-07-01 14:45:20
42404,Glyph of Mass Dispel,145689,74652,43600,43599,3.34,1.71,29,2026-07-01 15:25:22
42461,Glyph of Health Funnel,23352,14011,7000,6900,3.34,2.03,26,2026-07-01 15:25:22
3389,Elixir of Defense,28649,17189,8600,8600,3.33,2.0,3,2026-07-01 14:05:16
5489,Recipe: Lean Venison,166744,149085,50000,50000,3.33,2.98,3,2026-07-01 14:05:16
8068,Crafted Heavy Shot,20,12,6,6,3.33,2.0,1400,2026-05-30 01:05:20
13457,Greater Fire Protection Potion,31910,27652,92193,92193,2.89,3.33,40,2026-07-01 14:25:16
14578,Dokebi Cord,16640,9984,5000,5000,3.33,2.0,1,2026-06-25 22:25:03
18611,Gnarlpine Leggings,1500,1500,4999,4999,3.33,3.33,1,2026-06-11 03:44:43
18698,Tattered Leather Hood,150154,90092,299999,299999,2.0,3.33,1,2026-06-13 20:25:16
39349,Weapon Vellum,24954,10048,7500,7500,3.33,1.34,3,2026-07-01 15:25:22
39999,Bright Scarlet Ruby,364803,240601,894000,800000,2.45,3.33,14,2026-07-01 15:25:22
42954,Glyph of Adrenaline Rush,195758,78210,58800,58800,3.33,1.33,13,2026-07-01 15:25:22
43350,Glyph of Mend Pet,153852,67785,46151,40199,3.33,1.69,28,2026-07-01 15:25:22
1529,Jade,41446,12634,12475,12200,3.32,1.04,52,2026-07-01 14:05:16
3164,Discolored Worg Heart,1545,290,465,465,3.32,1.6,11,2026-07-01 14:05:16
6241,White Linen Robe,9972,6507,3000,3000,3.32,2.17,1,2026-07-01 14:05:16
7058,Crimson Silk Vest,16285,14154,4899,4799,3.32,2.95,18,2026-07-01 14:25:16
9487,Hi-tech Supergun,175754,105452,350000,350000,1.99,3.32,1,2026-07-01 14:25:16
23490,Fel Iron Chain Tunic,118527,105502,350000,350000,2.95,3.32,6,2026-06-29 15:05:21
25669,Thick Draenic Gloves,50167,30100,100000,100000,1.99,3.32,3,2026-06-07 05:45:15
27676,Strange Spores,2156,831,650,645,3.32,1.29,33,2026-07-01 15:05:19
34207,Glove Reinforcements,1507591,904555,3000000,3000000,1.99,3.32,1,2026-07-01 06:45:04
37364,Frostbridge Orb,652247,474139,196750,196500,3.32,2.41,2,2026-07-01 15:05:19
41540,Glyph of Lava Lash,13698,12706,4128,4000,3.32,3.18,30,2026-07-01 15:25:22
44325,Elixir of Accuracy,42863,25718,85499,85499,1.99,3.32,29,2026-07-01 15:25:22
5207,Opaque Wand,19686,11812,5949,5900,3.31,2.0,2,2026-07-01 14:05:16
5527,Goblin Deviled Clams,3100,1753,937,875,3.31,2.0,24,2026-07-01 14:05:16
5770,Robes of Arcana,491725,295035,148500,148500,3.31,1.99,5,2026-07-01 14:05:16
14763,Enduring Cape,21516,18786,6500,6500,3.31,2.89,1,2026-07-01 11:45:10
21301,Green Helper Box,994169,260891,299999,299999,3.31,1.15,1,2026-07-01 03:05:07
43455,Stormhide Crown,1950347,1739474,590000,590000,3.31,2.95,1,2026-07-01 15:25:22
2244,Krol Blade,505033,303020,1000000,1000000,1.98,3.3,1,2026-07-01 14:05:16
11611,Plans: Dark Iron Sunderer,151441,39936,190981,131987,1.26,3.3,2,2026-07-01 14:25:16
23098,Inscribed Flame Spessarite,8262,6773,2500,2500,3.3,2.71,9,2026-06-28 17:05:29
40909,Glyph of Rebirth,12208,11226,3745,3400,3.26,3.3,41,2026-07-01 15:25:22
2084,Darksteel Bastard Sword,32618,19571,9900,9900,3.29,1.98,1,2026-06-28 01:45:33
3415,Staff of the Friar,1150496,690298,349500,349000,3.29,1.98,2,2026-07-01 14:05:16
4477,Nefarious Buckler,27947,16768,8500,8500,3.29,1.97,1,2026-07-01 14:05:16
20967,Citrine Pendant of Golden Healing,65069,29890,19800,19800,3.29,1.51,1,2026-06-16 23:45:21
29528,Drums of War,329380,272685,100000,100000,3.29,2.73,1,2026-06-09 15:45:25
40110,Haunted Memento,57527813,34516688,17490000,17490000,3.29,1.97,1,2026-06-30 05:05:23
42338,Jade Dagger Pendant,413142,231081,759500,759500,1.84,3.29,1,2026-06-30 12:44:57
44456,Scroll of Enchant Cloak - Speed,159495,136697,453333,450000,2.84,3.29,8,2026-07-01 15:25:22
3428,Common Gray Shirt,62525,12150,39900,39800,1.57,3.28,2,2026-07-01 14:05:16
8250,Imperial Red Mantle,65501,36295,19999,19999,3.28,1.81,1,2026-07-01 02:25:10
20075,Recipe: Heavy Crocolisk Stew,163897,146127,50000,50000,3.28,2.92,4,2026-07-01 14:45:20
23094,Teardrop Blood Garnet,16263,14470,4965,4900,3.28,2.95,8,2026-07-01 14:45:20
37672,Patina-Coated Breastplate,457933,308392,139499,139499,3.28,2.21,6,2026-07-01 15:05:19
41485,Perfect Deft Huge Citrine,78978,54718,179500,179500,2.27,3.28,3,2026-07-01 15:25:22
911,Ironwood Treebranch,13193,12986,42400,42400,3.21,3.27,1,2026-06-30 20:45:13
2598,Pattern: Red Linen Robe,411,68,1344,89,3.27,1.31,4,2026-07-01 14:05:16
4235,Heavy Hide,81122,38981,24800,24800,3.27,1.57,21,2026-07-01 14:05:16
4236,Cured Heavy Hide,132036,98097,272499,30000,2.06,3.27,11,2026-07-01 14:05:16
4577,Compact Shotgun,10901,8224,26900,26900,2.47,3.27,1,2026-07-01 14:05:16
4726,Chief Brigadier Cloak,32750,26718,10000,10000,3.27,2.67,1,2026-07-01 14:05:16
8846,Gromsblood,28086,13542,8599,8500,3.27,1.59,45,2026-07-01 14:25:16
13067,Hydralick Armor,127525,76515,250000,250000,1.96,3.27,1,2026-06-30 15:45:07
21990,Netherweave Bandage,4169,3128,1275,1275,3.27,2.45,20,2026-07-01 13:05:13
46849,Titanium Powder,201168,155743,510000,509000,2.54,3.27,57,2026-07-01 15:25:22
1715,Polished Jazeraint Armor,126965,76179,248500,248000,1.96,3.26,6,2026-07-01 14:05:16
1944,Metalworking Gloves,16290,14243,5000,5000,3.26,2.85,1,2026-07-01 13:25:15
14573,Bristlebark Amice,14358,8615,4400,4400,3.26,1.96,1,2026-06-30 20:45:13
14767,Enduring Pauldrons,48916,41679,15000,15000,3.26,2.78,1,2026-06-28 14:45:16
38964,Scroll of Enchant Gloves - Greater Assault,232797,115811,379504,378000,1.63,3.26,37,2026-07-01 15:25:22
2865,Rough Bronze Leggings,7805,4683,2400,2400,3.25,1.95,2,2026-07-01 14:05:16
4309,Handstitched Linen Britches,8107,7172,2495,2495,3.25,2.87,15,2026-07-01 14:05:16
4348,Pattern: Phoenix Gloves,8137,6965,2500,2500,3.25,2.79,1,2026-07-01 14:05:16
4347,Pattern: Reinforced Woolen Shoulders,10810,6508,6000,2000,1.8,3.25,6,2026-07-01 14:05:16
11152,Formula: Enchant Gloves - Fishing,72130,55575,22222,22222,3.25,2.5,1,2026-07-01 14:25:16
13027,Bonesnapper,76992,46195,150000,150000,1.95,3.25,1,2026-07-01 14:25:16
23769,Red Smoke Flare,12804,7682,25000,25000,1.95,3.25,20,2026-07-01 14:45:20
28123,Potent Ornate Topaz,491772,295063,960000,960000,1.95,3.25,1,2026-02-26 16:42:36
28468,Rigid Amber,32539,27778,10000,10000,3.25,2.78,1,2026-03-17 03:02:43
39911,Runed Bloodstone,63057,37884,19399,19200,3.25,1.97,56,2026-07-01 15:25:22
42741,Glyph of Frost Nova,25610,22335,7881,7880,3.25,2.83,20,2026-07-01 15:25:22
43376,Glyph of Distract,162429,97457,50000,50000,3.25,1.95,30,2026-07-01 15:25:22
46372,Glyph of Survival Instincts,214169,95375,65797,65797,3.25,1.45,12,2026-07-01 15:25:22
4723,Humbert's Pants,19131,11479,5900,5900,3.24,1.95,2,2026-07-01 14:05:16
8288,Arcane Pads,64872,38923,20000,20000,3.24,1.95,1,2026-06-23 21:45:07
13118,Serpentine Sash,78913,69416,225000,225000,2.85,3.24,1,2026-07-01 14:25:16
13521,Recipe: Flask of Supreme Power,9710788,5826473,2999999,2999999,3.24,1.94,1,2026-06-29 15:25:19
35639,Brighthelm of Guarding,420145,352023,129749,129500,3.24,2.72,3,2026-07-01 15:05:19
38787,Scroll of Enchant Shield - Minor Stamina,3689,1859,1140,1140,3.24,1.63,2,2026-06-30 21:45:16
45785,Glyph of Life Tap,223762,97015,69000,69000,3.24,1.41,8,2026-07-01 15:25:22
4481,Cresting Charm,8383,2447,2599,2599,3.23,1.06,11,2026-07-01 14:05:16
6381,Bright Cloak,12118,9675,6450,3000,1.88,3.23,2,2026-07-01 14:05:16
9422,Shadowforge Bushmaster,108429,65057,209950,209900,1.94,3.23,2,2026-07-01 14:25:16
13026,Heaven's Light,102934,61760,199749,199500,1.94,3.23,5,2026-07-01 14:25:16
13465,Mountain Silversage,29786,26085,9229,8800,3.23,2.96,137,2026-07-01 14:25:16
20827,Ring of Silver Might,6133,3986,1898,1898,3.23,2.1,43,2026-07-01 14:45:20
43454,Stormhide Grips,1907629,1588921,590000,590000,3.23,2.69,1,2026-07-01 15:25:22
44087,Persistent Earthshatter Diamond,646872,388123,200000,200000,3.23,1.94,1,2026-06-30 04:25:28
12360,Arcanite Bar,193195,115917,60000,59999,3.22,1.93,38,2026-07-01 14:25:16
22276,Lovely Red Dress,153047,92917,299000,299000,1.95,3.22,1,2026-06-18 03:45:31
23572,Primal Nether,33939,24683,79666,79500,2.35,3.22,9,2026-07-01 14:45:20
29535,Nethercobra Leg Armor,19300000,19300000,6000000,6000000,3.22,3.22,1,2026-07-01 15:05:19
37745,Greenhealer's Garb,110051,108633,350000,350000,3.18,3.22,1,2026-07-01 13:05:13
6180,Slarkskin,25644,18741,8000,8000,3.21,2.34,1,2026-06-29 18:05:25
10602,Schematic: Deadly Scope,384624,199005,120000,120000,3.21,1.66,1,2026-07-01 14:25:16
13759,Raw Nightfin Snapper,22899,13739,7142,7142,3.21,1.92,23,2026-07-01 14:25:16
14453,Highborne Robes,103883,62330,199999,199998,1.93,3.21,2,2026-07-01 14:25:16
31139,Fist of Reckoning,155880,93528,300000,300000,1.92,3.21,1,2026-07-01 15:05:19
38937,Scroll of Enchant Bracer - Major Intellect,152083,91970,47366,47200,3.21,1.95,7,2026-07-01 15:25:22
41534,Glyph of Healing Wave,186999,80259,58200,58200,3.21,1.38,19,2026-07-01 15:25:22
43538,Glyph of Dark Command,211551,69578,65996,65996,3.21,1.05,19,2026-07-01 15:25:22
1711,Scroll of Stamina II,1397,540,436,419,3.2,1.29,20,2026-07-01 14:05:16
2701,Recipe: Seasoned Wolf Kabob,33890,14918,10600,10600,3.2,1.41,6,2026-07-01 14:05:16
5472,Kaldorei Spider Kabob,9152,6181,19800,19800,2.16,3.2,2,2026-07-01 05:24:59
22277,Red Dinner Suit,258180,123726,396500,396000,1.54,3.2,2,2026-07-01 14:45:20
23120,Stormy Azure Moonstone,16002,9601,4999,4999,3.2,1.92,8,2026-07-01 14:45:20
24338,Hellfire Spineleaf,651,391,1250,1250,1.92,3.2,16,2026-06-27 06:45:18
25844,Adamantite Rod,448285,305393,978000,978000,2.18,3.2,3,2026-07-01 14:45:20
45741,Glyph of Beacon of Light,220853,80646,69000,69000,3.2,1.17,8,2026-07-01 15:25:22
8202,Big Voodoo Pants,47775,28665,14999,14999,3.19,1.91,6,2026-07-01 14:25:16
13864,Runecloth Boots,95580,57348,30000,30000,3.19,1.91,16,2026-07-01 14:25:16
29160,Emerald Lion Ring,94966,47013,150000,150000,1.58,3.19,2,2026-07-01 15:05:19
38818,Scroll of Enchant Chest - Greater Mana,14367,8620,27500,27500,1.91,3.19,1,2026-06-27 15:45:14
38900,Scroll of Enchant Bracer - Superior Healing,3990000,3990000,1251446,1251446,3.19,3.19,1,2026-07-01 15:25:22
39946,Luminous Huge Citrine,31866,24070,9999,9999,3.19,2.41,1,2026-07-01 15:05:19
40950,Spiked Cobalt Shoulders,137667,122288,390000,390000,2.83,3.19,4,2026-07-01 15:25:22
42779,Steaming Chicken Soup,133459,80075,41800,41800,3.19,1.92,5,2026-06-28 21:05:35
4464,Trouncing Boots,23839,14303,7500,7500,3.18,1.91,1,2026-06-26 23:45:21
13479,Recipe: Elixir of the Sages,28153,12649,8850,8850,3.18,1.43,1,2026-07-01 14:25:16
42396,Glyph of Circle of Healing,206365,118462,64995,64995,3.18,1.82,16,2026-07-01 15:25:22
4385,Green Tinted Goggles,41447,15766,50000,50000,1.21,3.17,3,2026-07-01 14:05:16
12359,Thorium Bar,21806,8454,26919,26800,1.23,3.17,936,2026-07-01 14:25:16
12999,Drakewing Bands,52497,31498,100000,100000,1.9,3.17,1,2026-06-25 20:24:56
15996,Lifelike Mechanical Toad,870008,314053,994500,994000,1.14,3.17,2,2026-07-01 14:45:20
22850,Super Rejuvenation Potion,22512,15086,7099,7099,3.17,2.13,2,2026-07-01 14:45:20
43397,Glyph of Charge,173489,104093,54697,49596,3.17,2.1,12,2026-07-01 15:25:22
2264,Mantle of Thieves,336284,201770,636601,636601,1.89,3.16,1,2026-06-17 01:05:22
22393,Codex: Prayer of Shadow Protection,62387,30268,19749,19500,3.16,1.55,2,2026-07-01 14:45:20
27655,Ravager Dog,6008,5531,1900,1900,3.16,2.91,46,2026-07-01 10:25:15
4606,Spongy Morel,1140,379,362,362,3.15,1.05,3,2026-07-01 14:05:16
7553,Band of the Unicorn,30689,25782,9750,9500,3.15,2.71,6,2026-07-01 14:25:16
14169,Aboriginal Shoulder Pads,17819,13757,5650,5600,3.15,2.46,3,2026-07-01 14:25:16
23817,Schematic: Titanium Toolbox,260896,221863,82900,82900,3.15,2.68,1,2026-06-30 16:25:13
29727,Pattern: Gloves of the Living Touch,810617,563484,257600,257600,3.15,2.19,1,2026-07-01 15:05:19
35566,Recipe: Juicy Bear Burger,150447,113617,47800,47800,3.15,2.38,5,2026-07-01 15:05:19
38786,Scroll of Enchant Boots - Minor Agility,94286,60000,29900,29900,3.15,2.01,2,2026-05-14 09:06:03
39898,Cobra Hatchling,64709,23997,75750,75500,1.17,3.15,5,2026-07-01 15:25:22
42742,Glyph of Frostbolt,184937,84634,58800,58800,3.15,1.44,20,2026-07-01 15:25:22
12644,Dense Grinding Stone,3137,1748,1000,995,3.14,1.76,56,2026-07-01 14:25:16
13119,Enchanted Kodo Bracers,41825,25095,13300,13300,3.14,1.89,1,2026-07-01 13:05:13
13117,Ogron's Sash,60402,56686,178166,178000,2.95,3.14,8,2026-07-01 14:25:16
13453,Elixir of Brute Force,32486,26034,81800,81800,2.52,3.14,7,2026-07-01 04:05:11
33458,Scroll of Intellect VI,4169,1429,1328,1295,3.14,1.1,2,2026-07-01 15:05:19
34760,Grilled Bonescale,6590,3177,2100,2100,3.14,1.51,1,2026-06-23 17:05:02
44088,Powerful Earthshatter Diamond,627384,355227,200000,200000,3.14,1.78,2,2026-06-30 04:25:28
2091,Magic Dust,36272,21763,11600,11600,3.13,1.88,17,2026-07-01 14:05:16
2553,Recipe: Elixir of Minor Agility,9404,7547,3000,3000,3.13,2.52,1,2026-07-01 14:05:16
4055,Insignia Boots,26612,15967,50000,50000,1.88,3.13,1,2026-07-01 14:05:16
8305,Hero's Gauntlets,94582,56749,30241,30241,3.13,1.88,1,2026-06-06 15:05:00
13199,Crushridge Bindings,81553,73737,230500,230500,2.83,3.13,5,2026-07-01 14:25:16
13512,Flask of Supreme Power,625397,479730,200000,200000,3.13,2.4,1,2026-07-01 14:25:16
14421,Silksand Circlet,31094,27483,97250,80000,3.13,2.91,3,2026-07-01 14:25:16
15419,Warbear Leather,4944,2428,1582,1580,3.13,1.54,5,2026-07-01 14:25:16
17724,Pattern: Green Holiday Shirt,3056386,1117933,3500000,3500000,1.15,3.13,1,2026-07-01 14:45:20
38860,Scroll of Enchant Shield - Vitality,53001,31801,100000,99500,1.89,3.13,16,2026-07-01 15:25:22
1315,Lei of Lilies,112755,107489,335500,335000,2.98,3.12,2,2026-07-01 14:05:16
1491,Ring of Precision,136303,81782,254965,254965,1.87,3.12,1,2026-06-27 03:45:21
4401,Mechanical Squirrel Box,82240,48126,150000,150000,1.82,3.12,2,2026-07-01 14:05:16
8279,Valorous Helm,67352,64083,200000,200000,2.97,3.12,1,2026-07-01 14:25:16
11203,Formula: Enchant Gloves - Advanced Mining,21884,18913,59500,59000,2.72,3.12,4,2026-07-01 14:25:16
14373,Sanguine Belt,21807,13358,7000,7000,3.12,1.91,1,2026-06-29 19:05:23
37196,Runecaster's Mantle,310079,227005,99498,99498,3.12,2.28,6,2026-07-01 15:05:19
2889,Recipe: Beer Basted Boar Ribs,61657,49247,19800,19800,3.11,2.49,3,2026-07-01 14:05:16
14579,Dokebi Boots,24855,22251,8000,8000,3.11,2.78,1,2026-06-29 17:05:22
15748,Pattern: Heavy Scorpid Leggings,62178,37307,20000,20000,3.11,1.87,2,2026-07-01 14:45:20
18662,Heavy Leather Ball,25040,16193,50291,50291,2.01,3.11,1,2026-07-01 14:45:20
18665,The Eye of Shadow,3035752,1953733,976000,976000,3.11,2.0,1,2026-06-30 01:25:27
21765,Truesilver Healing Ring,30248,22156,9734,9699,3.11,2.28,74,2026-07-01 14:45:20
27688,Recipe: Ravager Dog,202027,173712,65000,65000,3.11,2.67,5,2026-07-01 15:05:19
40087,Powerful Rejuvenation Potion,55944,46400,17999,17999,3.11,2.58,3,2026-06-30 09:44:59
42103,Moonshroud Gloves,2857740,1560052,919999,919999,3.11,1.7,7,2026-07-01 15:25:22
42459,Glyph of Felguard,192965,78581,61992,61992,3.11,1.27,15,2026-07-01 15:25:22
43146,Weapon Vellum III,164779,111958,52940,52500,3.11,2.13,81,2026-07-01 15:25:22
38441,Cloak of Harsh Winds,349197,209518,650000,650000,1.86,3.1,1,2026-06-22 03:25:09
41117,Saronite Protector,322355,193413,600000,600000,1.86,3.1,1,2026-07-01 15:25:22
42955,Glyph of Ambush,5936,5131,1916,1914,3.1,2.68,14,2026-07-01 15:25:22
1443,Jeweled Amulet of Cainwyn,350387,210232,650000,650000,1.86,3.09,1,2026-07-01 14:05:16
1973,Orb of Deception,291145,261255,900000,800000,3.09,3.06,2,2026-07-01 14:05:16
3291,Ancestral Woollies,7718,4631,2950,1500,2.62,3.09,5,2026-07-01 14:05:16
8839,Blindweed,19097,10141,6188,6100,3.09,1.66,275,2026-07-01 14:25:16
12685,Plans: Radiant Belt,149369,108158,48357,48114,3.09,2.25,2,2026-07-01 14:25:16
13039,Skull Splitting Crossbow,67344,40406,127499,125000,1.89,3.09,2,2026-07-01 14:25:16
14805,Bloodlust Britches,106964,64178,198250,198000,1.85,3.09,4,2026-07-01 14:25:16
18661,Schematic: World Enlarger,308621,158485,100000,100000,3.09,1.58,1,2026-06-30 01:05:32
18741,Morlune's Bracer,104433,64432,198998,198998,1.91,3.09,5,2026-07-01 14:45:20
36977,Bindings of the Construct,463307,277984,150000,150000,3.09,1.85,1,2026-07-01 15:05:19
1394,Driftwood Club,10951,6571,3560,3560,3.08,1.85,1,2026-06-29 18:45:21
13856,Runecloth Belt,35064,21038,11400,11400,3.08,1.85,22,2026-07-01 14:25:16
20907,Solid Bronze Ring,14587,5440,4733,4700,3.08,1.16,17,2026-07-01 14:45:20
42993,Spicy Fried Herring,31720,16177,49800,49800,1.57,3.08,20,2026-07-01 07:45:09
43661,Book of Stars,215886,129532,399000,399000,1.85,3.08,2,2026-06-29 17:05:22
44253,Darkmoon Card: Greatness,64265118,48697965,197499500,150000000,3.07,3.08,2,2026-07-01 15:25:22
2840,Copper Bar,4928,2167,1606,1600,3.07,1.35,236,2026-07-01 14:05:16
4345,Pattern: Red Woolen Boots,3576,2146,1350,700,2.65,3.07,2,2026-07-01 14:05:16
4340,Gray Dye,1336,650,1995,1995,1.49,3.07,1,2026-07-01 14:05:16
7277,Handstitched Leather Bracers,921,329,2825,800,3.07,2.43,2,2026-07-01 14:25:16
9197,Elixir of Dream Vision,30717,13729,9999,9999,3.07,1.37,1,2026-07-01 14:25:16
13125,Elven Chain Boots,106738,64043,196507,196507,1.84,3.07,3,2026-07-01 14:25:16
23633,Plans: Runic Hammer,1011526,606916,330000,320000,3.07,1.9,4,2026-07-01 14:45:20
34832,Captain Rumsey's Lager,16869,3380,5499,5499,3.07,1.63,30,2026-07-01 07:05:06
39087,Cobalt Belt,201575,126610,389500,389000,1.93,3.07,2,2026-07-01 15:25:22
43338,Glyph of Revive Pet,142561,111033,46399,46399,3.07,2.39,16,2026-07-01 15:25:22
812,Glowing Brightwood Staff,301598,180959,553999,553999,1.84,3.06,1,2026-07-01 14:05:16
