item,cost,avg_price,min_price,reagent_sources
34370,25591882,33269447,25591882,"23793:cc,25707:cc,22456:cc,23571:cc,34664:cc"
34371,17224254,22391530,17224254,"23793:cc,25708:cc,23571:cc,23572:cc"
34372,27262092,35440720,27262092,"23793:cc,25708:cc,21886:cc,23571:cc,34664:cc"
34373,17725902,23043673,17725902,"23793:cc,29547:cc,23571:cc,23572:cc"
34374,31231336,40600737,31231336,"23793:cc,29547:cc,22451:cc,23571:cc,34664:cc"
34375,17417094,22642222,17417094,"23793:cc,29548:cc,23571:cc,23572:cc"
34376,27390652,35607848,27390652,"23793:cc,29548:cc,21886:cc,23571:cc,34664:cc"
34377,7012642,9116435,7012642,"23449:cc,23573:cc,21884:cc,22456:cc,23572:cc"
34378,19346330,25150229,19346330,"35128:cc,21884:cc,22456:cc,22451:cc,34664:cc"
34379,7048067,9162487,7048067,"23449:cc,23573:cc,21886:cc,21885:cc,23572:cc"
34380,23953178,31139131,23953178,"35128:cc,21886:cc,23571:cc,34664:cc"
34490,1984425,2579752,1984425,"23793:cc,29547:cc,25707:cc,29548:cc,25708:cc,14341:cc"
34663,37,48,37,"17056:cc,34660:none"
34847,7281640,9466132,7281640,"32494:derived,22456:cc,21884:cc,22457:cc,23572:cc"
35181,7244040,9417252,7244040,"32495:derived,21886:cc,22457:cc,23572:cc"
35182,7188906,9345578,7188906,"32480:derived,21885:cc,21886:cc,23572:cc"
35183,7107936,9240317,7107936,"32479:derived,21885:cc,22457:cc,23572:cc"
35184,7220837,9387088,7220837,"32475:derived,21886:cc,22457:cc,21885:cc,23572:cc"
35185,10739108,13960840,10739108,"32472:derived,21886:cc,22457:cc,22452:cc,23572:cc"
35315,34000,44200,34000,23440:cc
35501,290000,377000,290000,25867:cc
35503,459999,597999,459999,25868:cc
35581,5200500,6760650,5200500,"21840:cc,23786:cc,23785:cc,23787:cc"
35693,996000,1294800,996000,"23449:cc,32228:cc,23440:cc"
35694,4461800,5800340,4461800,"23449:cc,32231:cc,22452:cc"
35700,3467298,4507487,3467298,"23447:cc,32227:cc,21884:cc"
35701,45,58,45,9282:derived
35702,1220898,1587167,1220898,"23573:cc,32230:cc,22456:cc"
35703,1917590,2492867,1917590,"23447:cc,32249:cc,22457:cc"
35748,12764107,16593339,12764107,"13503:derived,22451:cc,30183:cc"
35749,13244107,17217339,13244107,"13503:derived,21884:cc,30183:cc"
35750,11552503,15018254,11552503,"13503:derived,21886:cc,30183:cc"
35751,10999297,14299086,10999297,"13503:derived,22456:cc,30183:cc"
35945,370620,481806,370620,"23117:cc,23077:cc,23079:cc,21929:cc,23112:cc,23107:cc"
36766,1489998,1936997,1489998,42225:cc
36767,1489998,1936997,1489998,42225:cc
36919,1138947,1480631,1138947,"36860:cc,36918:cc"
36922,515693,670401,515693,"36921:cc,35625:cc"
36925,282139,366781,282139,"35623:cc,36924:cc"
36928,362766,471596,362766,"35627:cc,36927:cc"
36931,537305,698496,537305,"36930:cc,35627:cc"
36934,139143,180886,139143,36933:cc
37312,9673,12575,9673,"4470:cc,2321:cc,13464:cc"
37706,294616,383001,294616,"36913:cc,35624:cc"
38378,944152,1227398,944152,"38425:cc,35627:cc"
38387,467856,608213,467856,38425:cc
38388,467856,608213,467856,38425:cc
38389,467856,608213,467856,38425:cc
38390,467856,608213,467856,38425:cc
38420,74700,97110,74700,33568:cc
38421,74700,97110,74700,33568:cc
39688,1005642,1307335,1005642,"36913:cc,39683:cc,39684:cc,40533:cc"
39707,62250,80925,62250,33568:cc
39708,49800,64740,49800,33568:cc
39709,49800,64740,49800,33568:cc
39710,49800,64740,49800,33568:cc
39711,37350,48555,37350,33568:cc
40000,897519,1166775,897519,36918:cc
40111,1138947,1480631,1138947,36919:derived
40112,1138947,1480631,1138947,36919:derived
40113,1138947,1480631,1138947,36919:derived
40114,1138947,1480631,1138947,36919:derived
40115,1138947,1480631,1138947,36919:derived
40116,1138947,1480631,1138947,36919:derived
40117,1138947,1480631,1138947,36919:derived
40118,1138947,1480631,1138947,36919:derived
40119,282139,366781,282139,36925:derived
40120,282139,366781,282139,36925:derived
40121,282139,366781,282139,36925:derived
40122,282139,366781,282139,36925:derived
40123,515693,670401,515693,36922:derived
40124,515693,670401,515693,36922:derived
40125,515693,670401,515693,36922:derived
40126,515693,670401,515693,36922:derived
40127,515693,670401,515693,36922:derived
40128,515693,670401,515693,36922:derived
40129,362766,471596,362766,36928:derived
40130,362766,471596,362766,36928:derived
40131,362766,471596,362766,36928:derived
40132,362766,471596,362766,36928:derived
40133,362766,471596,362766,36928:derived
40134,362766,471596,362766,36928:derived
40135,362766,471596,362766,36928:derived
40136,362766,471596,362766,36928:derived
40137,362766,471596,362766,36928:derived
40138,362766,471596,362766,36928:derived
40139,362766,471596,362766,36928:derived
40140,362766,471596,362766,36928:derived
40141,362766,471596,362766,36928:derived
40142,537305,698496,537305,36931:derived
40143,537305,698496,537305,36931:derived
40144,537305,698496,537305,36931:derived
40145,537305,698496,537305,36931:derived
40146,537305,698496,537305,36931:derived
40147,537305,698496,537305,36931:derived
40148,537305,698496,537305,36931:derived
40149,537305,698496,537305,36931:derived
40150,537305,698496,537305,36931:derived
40151,537305,698496,537305,36931:derived
40152,537305,698496,537305,36931:derived
40153,537305,698496,537305,36931:derived
40154,537305,698496,537305,36931:derived
40155,537305,698496,537305,36931:derived
40156,537305,698496,537305,36931:derived
40157,537305,698496,537305,36931:derived
40158,537305,698496,537305,36931:derived
40159,537305,698496,537305,36931:derived
40160,537305,698496,537305,36931:derived
40161,537305,698496,537305,36931:derived
40162,537305,698496,537305,36931:derived
40163,537305,698496,537305,36931:derived
40164,139143,180886,139143,36934:derived
40165,139143,180886,139143,36934:derived
40166,139143,180886,139143,36934:derived
40167,139143,180886,139143,36934:derived
40168,139143,180886,139143,36934:derived
40169,139143,180886,139143,36934:derived
40170,139143,180886,139143,36934:derived
40171,139143,180886,139143,36934:derived
40172,139143,180886,139143,36934:derived
40173,139143,180886,139143,36934:derived
40174,139143,180886,139143,36934:derived
40175,139143,180886,139143,36934:derived
40176,139143,180886,139143,36934:derived
40177,139143,180886,139143,36934:derived
40178,139143,180886,139143,36934:derived
40179,139143,180886,139143,36934:derived
40180,139143,180886,139143,36934:derived
40181,139143,180886,139143,36934:derived
40182,139143,180886,139143,36934:derived
40216,40100,52130,40100,"37703:cc,18256:cc"
40217,76848,99902,76848,"37704:cc,18256:cc"
40248,660116,858151,660116,"35623:cc,35624:cc,36860:cc,35622:cc"
40484,19560,25428,19560,"39469:cc,785:cc,39354:cc,10648:cc,39501:cc,39502:cc"
40948,19560,25428,19560,"39469:cc,785:cc,39354:cc,10648:cc,39501:cc,39502:cc"
40956,335016,435521,335016,"36916:cc,37705:cc"
40957,335016,435521,335016,"36916:cc,37705:cc"
40958,335016,435521,335016,"36916:cc,37705:cc"
41121,1177684,1530989,1177684,"41163:cc,36913:cc,35622:cc,35623:cc"
41186,347123,451260,347123,"36913:cc,37702:cc"
41187,307013,399117,307013,"36913:cc,37702:cc"
41188,453586,589662,453586,"36913:cc,37702:cc"
41189,295616,384301,295616,"36913:cc,37701:cc"
41190,275561,358229,275561,"36913:cc,37701:cc"
41264,1792194,2329852,1792194,"38425:cc,35623:cc"
41741,159596,207475,159596,36916:cc
42142,1489998,1936997,1489998,42225:cc
42143,1489998,1936997,1489998,42225:cc
42144,1489998,1936997,1489998,42225:cc
42145,1489998,1936997,1489998,42225:cc
42146,1489998,1936997,1489998,42225:cc
42148,1489998,1936997,1489998,42225:cc
42149,1489998,1936997,1489998,42225:cc
42150,1489998,1936997,1489998,42225:cc
42151,1489998,1936997,1489998,42225:cc
42152,1489998,1936997,1489998,42225:cc
42153,1489998,1936997,1489998,42225:cc
42154,1489998,1936997,1489998,42225:cc
42155,1489998,1936997,1489998,42225:cc
42156,1489998,1936997,1489998,42225:cc
42157,1489998,1936997,1489998,42225:cc
42158,1489998,1936997,1489998,42225:cc
42341,2276219,2959085,2276219,"41163:cc,36918:cc,36921:cc"
42395,1098169,1427620,1098169,"41163:cc,36927:cc,36930:cc"
42413,537213,698377,537213,"41163:cc,36924:cc,36933:cc"
42418,1358281,1765765,1358281,"41163:cc,36933:cc,36918:cc"
42549,2572022,3343629,2572022,"41163:cc,38425:cc,36924:cc,35624:cc,43102:cc"
42550,4750856,6176113,4750856,"41163:cc,38425:cc,36918:cc,35623:cc,43102:cc"
42551,2858942,3716625,2858942,"41163:cc,38425:cc,36927:cc,35622:cc,43102:cc"
42552,3758136,4885577,3758136,"41163:cc,38425:cc,36930:cc,36860:cc,43102:cc"
42553,4578188,5951644,4578188,"41163:cc,38425:cc,36918:cc,35627:cc,43102:cc"
42554,3775736,4908457,3775736,"41163:cc,38425:cc,36933:cc,35625:cc,43102:cc"
42555,3182180,4136834,3182180,"41163:cc,38425:cc,36921:cc,35623:cc,43102:cc"
42976,87500,113750,87500,"42977:vendor,42978:vendor,42979:vendor,42980:vendor,42981:vendor,42982:vendor,42983:vendor"
43099,13186,17142,13186,"43100:none,43013:cc"
43144,158400,205920,158400,"34752:cc,43143:none"
43149,26372,34284,26372,"43013:cc,43148:none"
43246,113664,147763,113664,"35624:cc,36926:cc"
43247,110866,144126,110866,"35624:cc,36932:cc"
43252,1071579,1393053,1071579,"41163:cc,35623:cc,36860:cc"
43269,16710,21723,16710,"36932:cc,36917:cc"
43270,27781,36115,27781,"36923:cc,36926:cc"
43272,13994,18192,13994,"36929:cc,36920:cc"
43274,15466,20106,15466,"36920:cc,36932:cc"
43275,15238,19809,15238,"36917:cc,36929:cc"
43276,16865,21924,16865,"36920:cc,36926:cc"
43298,17982,23377,17982,36923:cc
43336,46000,59800,46000,"43116:cc,39354:cc,10648:cc,39501:cc,39502:cc"
43337,46000,59800,46000,"43116:cc,39354:cc,10648:cc,39501:cc,39502:cc"
43362,20200,26260,20200,"39774:cc,39354:cc"
43383,46000,59800,46000,"43116:cc,39354:cc,10648:cc,39501:cc,39502:cc"
43384,46000,59800,46000,"43116:cc,39354:cc,10648:cc,39501:cc,39502:cc"
43482,1701712,2212226,1701712,"41163:cc,36860:cc"
43498,1701712,2212226,1701712,"41163:cc,36860:cc"
43569,201134,261474,201134,"33447:cc,40411:cc"
43570,405674,527376,405674,"33448:cc,40411:cc"
43584,1829652,2378548,1829652,"41511:cc,36860:cc,35622:cc,38426:cc,43102:cc"
44063,1133879,1474043,1133879,"41163:cc,36930:cc,36933:cc"
44259,70000,91000,70000,"44261:vendor,44262:vendor,44263:vendor,44264:vendor,44265:vendor,44266:vendor,44267:vendor"
44276,70000,91000,70000,"44278:vendor,44279:vendor,44280:vendor,44281:vendor,44282:vendor,44284:vendor,44285:vendor"
44294,70000,91000,70000,"44287:vendor,44288:vendor,44289:vendor,44290:vendor,44291:vendor,44292:vendor,44293:vendor"
44322,1019335,1325136,1019335,"36901:cc,35625:cc,36908:cc"
44323,329599,428479,329599,"37921:cc,40195:cc,36908:cc"
44324,497401,646621,497401,"36903:cc,36904:cc,36908:cc"
44326,70000,91000,70000,"44269:vendor,44270:vendor,44271:vendor,44272:vendor,44273:vendor,44274:vendor,44275:vendor"
44451,14064344,18283647,14064344,"41741:derived,34054:cc,34056:cc,22463:derived"
44452,16303295,21194284,16303295,"41745:cc,34054:cc,34055:cc,34052:cc,22463:derived"
44462,5000,6500,5000,"44460:vendor,44461:vendor"
44555,6061978,7880571,6061978,"41594:cc,36783:cc,42253:cc"
44556,7938646,10320240,7938646,"41595:cc,36783:cc,42253:cc"
44557,2443984,3177179,2443984,"41593:cc,36783:cc,42253:cc"
44558,3928554,5107120,3928554,"41511:cc,36930:cc,2604:cc,4341:vendor,42253:cc"
44834,30,39,30,44856:vendor
44836,2,3,2,"46784:vendor,44853:vendor"
44837,14,18,14,"30816:cc,44835:none"
44838,32,42,32,"44834:derived,44853:vendor,44835:none"
44839,2,3,2,"44855:vendor,44853:vendor,44835:none"
44840,2,3,2,"44854:vendor,44853:vendor"
44943,403179,524133,403179,"43102:cc,36923:cc,36926:cc,36932:cc"
44949,2541952,3304538,2541952,"41163:cc,38425:cc,36933:cc,35624:cc,43102:cc"
44951,141298,183687,141298,"36913:cc,39690:cc"
45550,6097350,7926555,6097350,"37663:cc,45087:vendor"
45551,6097350,7926555,6097350,"37663:cc,45087:vendor"
45552,6097350,7926555,6097350,"37663:cc,45087:vendor"
45553,2180165,2834214,2180165,"44128:cc,38557:cc,45087:vendor"
45554,2057405,2674626,2057405,"44128:cc,38558:cc,45087:vendor"
45555,2609749,3392674,2609749,"44128:cc,35627:cc,45087:vendor"
45556,2133453,2773489,2133453,"38425:cc,44128:cc,45087:vendor"
45557,6979108,9072840,6979108,"41595:cc,41593:cc,45087:vendor"
45558,8139992,10581990,8139992,"41594:cc,45087:vendor"
45559,6097350,7926555,6097350,"37663:cc,45087:vendor"
45560,6097350,7926555,6097350,"37663:cc,45087:vendor"
45561,6097350,7926555,6097350,"37663:cc,45087:vendor"
45562,2577505,3350756,2577505,"44128:cc,38561:cc,45087:vendor"
45563,2180165,2834214,2180165,"44128:cc,38557:cc,45087:vendor"
45564,2254637,2931028,2254637,"44128:cc,35627:cc,45087:vendor"
45565,2180165,2834214,2180165,"44128:cc,38557:cc,45087:vendor"
45566,6979108,9072840,6979108,"41595:cc,41593:cc,45087:vendor"
45567,8139992,10581990,8139992,"41594:cc,45087:vendor"
45908,39625,51512,39625,"43124:cc,39502:cc"
45942,2475000,3217500,2475000,45924:vendor
46691,3173,4125,3173,"30817:cc,1179:cc"
46887,52,68,52,"44837:derived,44839:derived,44840:derived,44836:derived,44838:derived"
47499,144138,187379,144138,"36908:cc,40411:cc"
47570,9916860,12891918,9916860,"37663:cc,36913:cc,47556:vendor"
47571,9916860,12891918,9916860,"37663:cc,36913:cc,47556:vendor"
47572,12015760,15620488,12015760,"37663:cc,41355:cc,47556:vendor"
47573,12015760,15620488,12015760,"37663:cc,41355:cc,47556:vendor"
47574,14345904,18649675,14345904,"37663:cc,35625:cc,47556:vendor"
47575,14345904,18649675,14345904,"37663:cc,35625:cc,47556:vendor"
47576,4831522,6280979,4831522,"38557:cc,35622:cc,44128:cc,47556:vendor"
47577,4831522,6280979,4831522,"38557:cc,35622:cc,44128:cc,47556:vendor"
47579,6754810,8781253,6754810,"38558:cc,34057:cc,44128:cc,47556:vendor"
47580,6754810,8781253,6754810,"38558:cc,34057:cc,44128:cc,47556:vendor"
47581,6739362,8761171,6739362,"38425:cc,35627:cc,44128:cc,47556:vendor"
47582,6739362,8761171,6739362,"38425:cc,35627:cc,44128:cc,47556:vendor"
47583,9438834,12270484,9438834,"38425:cc,35625:cc,44128:cc,47556:vendor"
47584,9438834,12270484,9438834,"38425:cc,35625:cc,44128:cc,47556:vendor"
47585,12142445,15785178,12142445,"41595:cc,36934:derived,36919:derived,36925:derived,47556:vendor"
47586,12142445,15785178,12142445,"41595:cc,36934:derived,36919:derived,36925:derived,47556:vendor"
47587,11999988,15599984,11999988,"41594:cc,47556:vendor"
47588,11999988,15599984,11999988,"41594:cc,47556:vendor"
47589,12554692,16321100,12554692,"37663:cc,41245:cc,47556:vendor"
47590,12554692,16321100,12554692,"37663:cc,41245:cc,47556:vendor"
47591,18178014,23631418,18178014,"37663:cc,35625:cc,36925:derived,47556:vendor"
47592,18178014,23631418,18178014,"37663:cc,35625:cc,36925:derived,47556:vendor"
47593,20124940,26162422,20124940,"37663:cc,35625:cc,47556:vendor"
47594,20124940,26162422,20124940,"37663:cc,35625:cc,47556:vendor"
47595,9357968,12165358,9357968,"38557:cc,35622:cc,35625:cc,44128:cc,47556:vendor"
47596,9357968,12165358,9357968,"38557:cc,35622:cc,35625:cc,44128:cc,47556:vendor"
47597,7218520,9384076,7218520,"38558:cc,35623:cc,34055:cc,44128:cc,47556:vendor"
47598,7218520,9384076,7218520,"38558:cc,35623:cc,34055:cc,44128:cc,47556:vendor"
47599,9700088,12610114,9700088,"38425:cc,35627:cc,44128:cc,47556:vendor"
47600,9700088,12610114,9700088,"38425:cc,35627:cc,44128:cc,47556:vendor"
47601,14199208,18458970,14199208,"38425:cc,35625:cc,44128:cc,47556:vendor"
47602,14199208,18458970,14199208,"38425:cc,35625:cc,44128:cc,47556:vendor"
47603,14222048,18488662,14222048,"41593:cc,41595:cc,34052:cc,47556:vendor"
47604,14222048,18488662,14222048,"41593:cc,41595:cc,34052:cc,47556:vendor"
47605,21111366,27444776,21111366,"41594:cc,36922:derived,47556:vendor"
47606,21111366,27444776,21111366,"41594:cc,36922:derived,47556:vendor"
48945,960029,1248038,960029,"10726:derived,36913:cc,39681:cc,35622:cc"
49040,17281256,22465633,17281256,"18232:cc,34113:cc,40769:cc,37663:cc,36922:derived,39681:cc"
49768,187500,243750,187500,"43127:cc,39502:cc"
49890,10368662,13479261,10368662,"41595:cc,41593:cc,49908:vendor"
49891,17257770,22435101,17257770,"41595:cc,41593:cc,49908:vendor"
49892,20159980,26207974,20159980,"41594:cc,49908:vendor"
49893,10149990,13194987,10149990,"41594:cc,49908:vendor"
49894,7447783,9682118,7447783,"38561:cc,44128:cc,35625:cc,49908:vendor"
49895,6485688,8431394,6485688,"38558:cc,44128:cc,35627:cc,49908:vendor"
49896,5391489,7008936,5391489,"38557:cc,44128:cc,35623:cc,49908:vendor"
49897,5724444,7441777,5724444,"38557:cc,44128:cc,35624:cc,49908:vendor"
49898,11943572,15526644,11943572,"38561:cc,44128:cc,35625:cc,49908:vendor"
49899,7824176,10171429,7824176,"38558:cc,44128:cc,35627:cc,49908:vendor"
49900,8637608,11228890,8637608,"38557:cc,44128:cc,35623:cc,49908:vendor"
49901,6611096,8594425,6611096,"38557:cc,44128:cc,35624:cc,49908:vendor"
49902,18888100,24554530,18888100,"37663:cc,35623:cc,49908:vendor"
49903,18024760,23432188,18024760,"37663:cc,35627:cc,49908:vendor"
49904,16354960,21261448,16354960,"37663:cc,35624:cc,49908:vendor"
49905,10754552,13980918,10754552,"37663:cc,35624:cc,49908:vendor"
49906,11697722,15207039,11697722,"37663:cc,35622:cc,36860:cc,49908:vendor"
49907,10754552,13980918,10754552,"37663:cc,35624:cc,49908:vendor"
52020,14846,19300,14846,37701:cc
52021,37800,49140,37800,37703:cc
54797,4117768,5353098,4117768,"41594:cc,41595:cc,41593:cc,43102:cc"
